,Team,Result,SRS,DRtg,MOV,ORtg,Age,DeFG%,SOS,OFT/FGA,ORB%,TOV,OeFG%
490,Miami Heat,NP,-1.84,100.2,-1.54,98.5,30.1,0.455,-0.31,0.19399999999999998,26.6,14.8,0.46299999999999997
977,Portland Trail Blazers,FR,2.6,106.4,2.6,109.1,25.6,0.503,0.0,0.192,23.3,13.5,0.511
66,Seattle SuperSonics,NP,-0.47,106.0,-0.1,105.9,26.6,0.49200000000000005,-0.37,0.257,33.2,17.5,0.478
719,Denver Nuggets,FR,4.15,107.5,4.09,111.8,27.7,0.495,0.06,0.29,26.1,13.9,0.509
210,New Jersey Nets,FR,-1.54,108.7,-1.7,107.0,25.6,0.488,0.15,0.19399999999999998,39.1,17.0,0.473
4,Dallas Mavericks,SF,0.15,109.6,0.43,110.0,24.7,0.503,-0.27,0.245,31.7,15.9,0.503
734,Orlando Magic,CF,7.12,103.3,7.49,111.4,27.9,0.47700000000000004,-0.37,0.24600000000000002,24.6,14.1,0.536
855,Philadelphia 76ers,NP,-10.66,109.9,-10.45,99.4,23.4,0.524,-0.21,0.19,24.8,16.9,0.475
827,Portland Trail Blazers,NP,-2.53,109.2,-3.17,105.8,24.4,0.512,0.65,0.19399999999999998,25.3,14.7,0.498
772,Washington Wizards,NP,-7.3,110.2,-7.4,102.4,24.9,0.512,0.11,0.21600000000000003,28.0,15.3,0.47100000000000003
562,Washington Wizards,NP,-6.12,104.8,-5.63,98.8,24.4,0.486,-0.48,0.24100000000000002,30.7,17.5,0.45399999999999996
468,Portland Trail Blazers,FR,4.52,101.8,4.2,106.5,30.1,0.47,0.33,0.225,30.0,15.3,0.49700000000000005
587,Sacramento Kings,FR,2.56,108.2,2.16,110.5,27.7,0.493,0.4,0.226,28.8,13.1,0.496
665,Los Angeles Lakers,LF,7.34,105.5,7.26,113.0,26.7,0.485,0.09,0.256,26.3,14.1,0.525
838,Cleveland Cavaliers,NP,-3.86,107.7,-3.29,104.2,24.9,0.508,-0.57,0.201,27.2,14.2,0.479
46,Atlanta Hawks,SF,2.59,105.6,2.37,107.9,25.3,0.48100000000000004,0.22,0.282,34.9,18.1,0.493
549,Minnesota Timberwolves,CF,5.86,99.7,5.49,105.9,29.7,0.444,0.37,0.207,26.7,12.7,0.486
897,Chicago Bulls,NP,-1.46,106.5,-1.48,105.0,27.6,0.485,0.01,0.18899999999999997,24.5,13.9,0.48700000000000004
112,Seattle SuperSonics,FR,1.29,108.1,2.06,110.2,25.6,0.495,-0.77,0.245,36.3,16.8,0.491
322,Phoenix Suns,FR,0.28,110.0,0.33,110.3,27.9,0.511,-0.05,0.28600000000000003,29.8,14.7,0.498
820,Minnesota Timberwolves,NP,-1.83,105.4,-2.37,102.9,26.4,0.511,0.54,0.226,27.4,14.8,0.473
724,Los Angeles Clippers,NP,-6.01,110.1,-6.35,103.3,27.3,0.509,0.34,0.20600000000000002,27.1,15.7,0.491
3,Cleveland Cavaliers,NP,-3.71,108.5,-4.26,104.1,25.4,0.49,0.55,0.22399999999999998,33.5,16.2,0.46799999999999997
627,Cleveland Cavaliers,LF,3.33,101.3,3.83,105.5,26.9,0.48,-0.5,0.223,29.7,14.4,0.484
607,Miami Heat,WF,3.59,104.5,3.87,108.7,29.2,0.47700000000000004,-0.27,0.254,26.7,14.5,0.517
612,New York Knicks,NP,-6.3,111.0,-6.4,104.0,25.6,0.511,0.11,0.303,31.2,17.7,0.48100000000000004
924,Boston Celtics,CF,2.25,108.4,2.63,111.2,25.9,0.503,-0.39,0.22,21.2,13.3,0.525
492,Minnesota Timberwolves,FR,3.58,105.3,3.38,109.0,26.7,0.48200000000000004,0.2,0.203,31.3,13.4,0.49
350,Philadelphia 76ers,NP,-5.89,111.4,-6.54,104.6,25.5,0.51,0.65,0.259,34.1,17.5,0.47
212,Orlando Magic,NP,-6.52,110.5,-6.91,103.5,26.6,0.502,0.4,0.23800000000000002,32.4,16.9,0.467
770,Toronto Raptors,NP,-6.28,112.9,-6.28,106.1,24.5,0.522,0.01,0.221,28.2,14.7,0.491
652,Washington Wizards,FR,-0.8,110.6,-0.51,110.1,26.8,0.517,-0.28,0.272,28.1,13.8,0.491
713,Atlanta Hawks,SF,4.44,106.7,4.66,111.9,26.5,0.496,-0.22,0.213,28.2,12.0,0.506
877,Memphis Grizzlies,SF,3.62,102.2,3.24,105.7,29.6,0.49200000000000005,0.38,0.214,24.7,13.3,0.489
880,Minnesota Timberwolves,NP,-8.0,112.2,-8.79,102.9,24.4,0.537,0.79,0.24,26.6,15.0,0.46799999999999997
766,Phoenix Suns,NP,-0.46,110.4,-0.89,109.5,29.6,0.513,0.43,0.215,23.7,14.3,0.522
69,Atlanta Hawks,SF,7.18,105.2,7.23,112.6,26.1,0.46,-0.05,0.28300000000000003,37.2,15.6,0.49
816,Los Angeles Lakers,FR,1.48,106.6,1.16,107.8,30.7,0.496,0.32,0.239,27.0,15.0,0.512
197,Chicago Bulls,WF,10.07,104.5,10.44,115.5,27.6,0.47600000000000003,-0.37,0.221,35.1,13.3,0.518
939,Milwaukee Bucks,FR,-0.45,109.3,-0.18,109.1,25.6,0.518,-0.26,0.21,21.5,14.0,0.527
976,Phoenix Suns,NP,-8.8,112.8,-9.37,103.5,23.7,0.5329999999999999,0.57,0.203,22.5,15.7,0.495
741,Utah Jazz,SF,5.33,105.0,5.34,110.7,25.6,0.49200000000000005,-0.01,0.252,26.8,15.2,0.524
941,New Orleans Pelicans,NP,-1.69,107.4,-2.1,105.2,25.7,0.509,0.41,0.192,18.5,12.9,0.504
586,Portland Trail Blazers,NP,-3.45,107.7,-4.0,103.2,27.0,0.479,0.55,0.21899999999999997,29.6,16.0,0.484
555,Phoenix Suns,NP,-2.94,105.5,-3.74,101.4,24.4,0.48200000000000004,0.8,0.209,26.6,15.2,0.475
655,Charlotte Bobcats,NP,-4.49,109.4,-4.38,104.6,26.3,0.505,-0.11,0.23,25.6,14.7,0.49200000000000005
466,Philadelphia 76ers,LF,3.64,98.9,4.28,103.6,28.2,0.46,-0.65,0.262,31.2,15.8,0.46799999999999997
134,Portland Trail Blazers,FR,0.92,108.0,1.46,109.4,26.9,0.501,-0.55,0.23,36.7,17.5,0.488
574,Los Angeles Clippers,NP,-0.47,106.4,-0.77,105.5,25.5,0.48,0.3,0.278,30.3,15.7,0.47700000000000004
617,Sacramento Kings,FR,1.61,105.0,1.54,106.7,27.2,0.488,0.07,0.262,25.4,14.6,0.49200000000000005
24,Boston Celtics,LF,6.47,106.3,6.65,112.8,28.5,0.48100000000000004,-0.18,0.254,32.8,16.2,0.515
90,Utah Jazz,FR,0.04,103.7,0.4,104.1,26.9,0.466,-0.36,0.231,31.2,17.1,0.473
590,Toronto Raptors,NP,-1.81,108.7,-1.62,106.9,27.0,0.499,-0.19,0.244,23.7,13.3,0.49200000000000005
481,Dallas Mavericks,SF,4.41,107.7,4.26,112.2,27.6,0.485,0.16,0.23199999999999998,26.1,12.1,0.507
494,New York Knicks,NP,-4.15,105.9,-3.99,101.5,30.3,0.479,-0.16,0.21600000000000003,25.6,14.5,0.46799999999999997
584,Philadelphia 76ers,FR,-1.07,104.3,-0.74,103.5,26.4,0.485,-0.33,0.257,25.4,15.5,0.475
2,Chicago Bulls,NP,-4.69,107.5,-5.18,102.4,24.4,0.49700000000000005,0.5,0.268,32.3,19.2,0.475
207,Miami Heat,FR,-3.94,110.9,-4.21,106.7,24.4,0.508,0.27,0.26,33.0,16.8,0.479
511,Detroit Pistons,CF,2.97,99.9,3.68,104.1,29.0,0.461,-0.71,0.248,25.9,13.5,0.473
297,Sacramento Kings,NP,-0.74,106.5,-1.0,105.5,26.4,0.48100000000000004,0.26,0.255,32.1,17.7,0.496
40,Phoenix Suns,FR,-2.34,106.8,-2.11,104.7,26.4,0.498,-0.23,0.24600000000000002,29.8,19.3,0.49700000000000005
749,Denver Nuggets,FR,4.81,107.3,4.76,112.3,27.3,0.5,0.05,0.281,23.9,14.1,0.526
299,Seattle SuperSonics,FR,7.91,106.3,8.18,114.8,28.7,0.49200000000000005,-0.27,0.28800000000000003,32.6,15.8,0.527
157,New York Knicks,SF,0.78,108.0,1.41,109.4,26.5,0.48200000000000004,-0.63,0.25,34.2,17.2,0.501
314,Los Angeles Lakers,FR,4.21,106.6,4.45,111.4,27.1,0.491,-0.24,0.228,30.1,14.2,0.515
485,Houston Rockets,NP,-4.31,108.6,-4.89,103.1,25.9,0.491,0.58,0.21100000000000002,29.0,14.1,0.465
609,Minnesota Timberwolves,NP,-1.75,104.5,-1.88,102.4,26.7,0.475,0.13,0.226,25.2,14.5,0.48
632,Houston Rockets,FR,5.04,100.7,4.85,106.0,28.2,0.466,0.19,0.22,25.7,14.2,0.499
834,Boston Celtics,NP,-4.97,107.7,-4.46,102.9,25.4,0.505,-0.51,0.193,27.4,15.4,0.47700000000000004
846,Los Angeles Lakers,NP,-5.33,110.6,-6.29,104.2,26.8,0.513,0.96,0.19899999999999998,20.2,15.1,0.505
440,Sacramento Kings,FR,3.04,102.1,2.91,105.0,27.5,0.479,0.12,0.209,27.7,16.2,0.486
93,Boston Celtics,CF,6.15,109.4,5.94,115.4,29.8,0.489,0.22,0.267,29.8,15.9,0.541
177,Indiana Pacers,FR,-0.37,112.1,-0.39,111.7,26.4,0.503,0.02,0.287,30.6,16.5,0.511
874,Indiana Pacers,NP,-0.23,103.2,0.28,103.5,28.3,0.478,-0.51,0.201,24.0,14.0,0.484
610,New Jersey Nets,SF,1.11,102.4,1.37,103.9,28.6,0.47600000000000003,-0.26,0.262,24.0,13.6,0.478
183,New Jersey Nets,NP,-4.53,107.4,-4.51,102.9,26.2,0.478,-0.02,0.222,35.7,17.4,0.455
305,Chicago Bulls,WF,11.8,101.8,12.24,115.2,29.9,0.48200000000000004,-0.44,0.217,36.9,14.3,0.517
500,San Antonio Spurs,SF,6.28,99.7,6.21,106.5,28.5,0.45299999999999996,0.07,0.262,27.2,14.4,0.49200000000000005
910,Minnesota Timberwolves,NP,-3.38,110.1,-3.54,106.5,24.6,0.524,0.15,0.263,24.3,15.0,0.498
386,Utah Jazz,LF,5.73,105.4,6.54,112.7,29.7,0.47100000000000003,-0.81,0.33399999999999996,32.3,15.4,0.51
70,Boston Celtics,LF,6.57,106.8,6.65,113.5,29.4,0.47100000000000003,-0.08,0.247,29.0,15.9,0.532
302,Atlanta Hawks,SF,1.29,108.0,1.22,109.4,28.1,0.512,0.07,0.22899999999999998,34.0,15.0,0.49
765,Philadelphia 76ers,FR,1.01,105.0,1.5,106.6,24.7,0.48700000000000004,-0.5,0.21,24.6,13.0,0.494
498,Portland Trail Blazers,FR,3.21,104.0,2.99,107.4,29.0,0.489,0.22,0.218,31.8,14.3,0.485
664,Los Angeles Clippers,NP,-6.56,109.1,-7.27,101.2,28.5,0.503,0.71,0.264,23.1,14.4,0.465
113,Utah Jazz,SF,2.96,103.1,3.68,106.8,27.3,0.45899999999999996,-0.73,0.254,30.4,18.1,0.5
504,Washington Wizards,NP,-1.58,106.4,-1.4,104.8,27.5,0.484,-0.17,0.214,30.7,13.0,0.46399999999999997
165,Utah Jazz,FR,4.82,105.4,4.79,110.3,27.6,0.46799999999999997,0.03,0.284,30.1,17.2,0.522
540,Detroit Pistons,WF,5.04,95.4,5.84,102.0,27.4,0.441,-0.81,0.247,30.1,15.1,0.461
622,Washington Wizards,FR,1.57,107.3,1.85,109.3,26.5,0.504,-0.29,0.284,29.5,13.9,0.484
643,Orlando Magic,FR,0.35,104.1,0.78,104.9,25.6,0.48,-0.43,0.276,29.3,17.0,0.5
733,Oklahoma City Thunder,FR,3.55,104.6,3.49,108.3,23.2,0.483,0.06,0.268,28.6,15.0,0.494
640,New Jersey Nets,SF,-1.0,106.6,-0.77,105.7,28.2,0.49,-0.23,0.245,24.6,14.8,0.504
972,New York Knicks,NP,-3.53,110.7,-3.56,107.1,26.3,0.522,0.03,0.17,24.1,14.7,0.51
938,Miami Heat,NP,0.77,106.7,1.06,107.8,26.5,0.496,-0.29,0.177,24.2,13.4,0.512
921,Utah Jazz,NP,1.84,103.9,1.79,105.9,24.2,0.495,0.05,0.213,25.9,14.9,0.501
83,New York Knicks,NP,-5.42,111.1,-6.27,104.8,26.4,0.49700000000000005,0.85,0.24600000000000002,31.2,17.3,0.483
658,Dallas Mavericks,FR,4.7,106.1,4.54,111.1,28.9,0.474,0.16,0.259,26.7,12.6,0.502
742,Washington Wizards,NP,-4.72,109.4,-4.78,104.2,27.6,0.502,0.06,0.21600000000000003,27.6,14.9,0.48100000000000004
103,Los Angeles Lakers,WF,4.81,107.3,5.84,113.1,28.9,0.484,-1.03,0.276,32.3,16.1,0.515
543,Indiana Pacers,CF,4.93,97.2,5.76,103.8,27.1,0.45899999999999996,-0.82,0.243,28.5,14.4,0.47100000000000003
528,Sacramento Kings,SF,6.68,99.1,6.5,105.9,28.3,0.446,0.18,0.196,25.6,14.5,0.499
248,Atlanta Hawks,SF,4.94,101.7,5.27,107.2,28.7,0.475,-0.33,0.221,34.6,15.3,0.48
133,Phoenix Suns,CF,6.84,105.7,7.7,113.1,25.7,0.47600000000000003,-0.86,0.272,30.8,15.6,0.509
747,Cleveland Cavaliers,NP,-8.88,111.8,-9.01,102.2,26.6,0.524,0.14,0.233,24.2,14.2,0.47200000000000003
320,Orlando Magic,CF,5.4,106.9,5.56,112.9,27.7,0.491,-0.16,0.23199999999999998,29.0,14.1,0.529
39,Philadelphia 76ers,CF,4.17,107.3,4.1,111.3,27.9,0.494,0.07,0.331,37.4,19.2,0.49700000000000005
920,Toronto Raptors,CF,4.08,105.2,4.5,110.0,26.3,0.498,-0.42,0.255,24.6,13.1,0.504
542,Houston Rockets,FR,2.28,99.0,1.73,100.9,28.3,0.447,0.55,0.221,26.5,16.7,0.484
142,Charlotte Hornets,NP,-7.0,109.9,-7.82,102.0,25.6,0.506,0.81,0.207,26.1,15.0,0.47
616,Portland Trail Blazers,NP,-8.91,111.9,-9.45,101.1,24.6,0.507,0.54,0.214,26.6,14.7,0.474
705,Philadelphia 76ers,FR,0.16,107.8,0.07,107.9,26.1,0.507,0.09,0.253,31.3,14.1,0.485
828,Sacramento Kings,NP,-4.26,111.4,-4.88,106.2,25.6,0.517,0.62,0.20800000000000002,26.6,14.6,0.491
148,Golden State Warriors,NP,-2.55,112.6,-3.13,109.6,26.0,0.494,0.59,0.321,26.1,17.3,0.501
556,Portland Trail Blazers,NP,-0.58,105.1,-1.27,103.7,27.6,0.48200000000000004,0.69,0.195,31.2,14.8,0.478
557,Sacramento Kings,SF,5.41,104.9,5.01,110.3,29.3,0.483,0.4,0.242,26.0,13.9,0.507
639,Minnesota Timberwolves,NP,-3.16,107.9,-3.67,103.9,27.7,0.498,0.51,0.231,25.1,15.6,0.49
201,Detroit Pistons,FR,2.06,105.3,2.04,107.5,30.1,0.46799999999999997,0.01,0.228,34.9,14.8,0.47700000000000004
703,Oklahoma City Thunder,NP,-6.04,109.4,-6.1,102.9,24.5,0.514,0.06,0.242,28.6,16.2,0.47100000000000003
153,Miami Heat,NP,-9.59,108.9,-9.72,99.3,24.7,0.499,0.13,0.19,33.5,19.0,0.467
174,Detroit Pistons,CF,3.08,104.6,3.27,108.2,30.5,0.46399999999999997,-0.19,0.245,34.7,14.4,0.474
981,Utah Jazz,SF,4.47,103.9,4.3,108.4,26.7,0.506,0.17,0.20199999999999999,21.5,14.7,0.527
832,Washington Wizards,NP,-2.78,103.0,-2.54,100.2,25.4,0.483,-0.25,0.191,24.6,15.1,0.475
491,Milwaukee Bucks,NP,-0.62,107.1,-0.22,106.9,28.9,0.47700000000000004,-0.4,0.201,25.6,14.1,0.507
700,New Jersey Nets,NP,-2.31,111.0,-2.44,108.3,25.7,0.509,0.13,0.23600000000000002,25.2,13.1,0.49700000000000005
544,Los Angeles Clippers,NP,-3.74,108.5,-4.59,103.5,24.3,0.494,0.84,0.275,32.8,16.4,0.45299999999999996
963,Houston Rockets,CF,8.21,106.1,8.48,114.7,29.8,0.521,-0.27,0.233,21.3,13.8,0.551
323,Portland Trail Blazers,FR,2.21,103.5,2.35,106.0,28.1,0.478,-0.14,0.23,33.4,16.8,0.494
190,San Antonio Spurs,FR,4.3,103.3,4.51,107.8,26.0,0.46299999999999997,-0.21,0.26899999999999996,33.3,17.6,0.494
821,New Orleans Hornets,NP,-3.12,110.1,-3.87,105.7,24.0,0.52,0.75,0.193,29.2,14.5,0.489
319,New York Knicks,SF,2.24,103.5,2.32,106.0,30.4,0.47600000000000003,-0.08,0.23199999999999998,25.5,15.5,0.509
696,Memphis Grizzlies,NP,-5.23,109.5,-5.46,103.5,23.3,0.515,0.24,0.249,25.8,15.3,0.486
388,Washington Wizards,NP,1.11,104.5,0.59,105.2,26.7,0.48100000000000004,0.53,0.21899999999999997,31.2,14.1,0.47600000000000003
940,Minnesota Timberwolves,NP,-0.64,112.0,-1.11,110.8,24.0,0.535,0.47,0.22899999999999998,27.2,14.0,0.511
1,Boston Celtics,WF,6.42,104.4,6.56,110.9,28.0,0.475,-0.14,0.264,34.2,17.3,0.504
214,Phoenix Suns,SF,5.68,106.2,5.94,112.1,27.0,0.47100000000000003,-0.26,0.258,31.7,15.1,0.508
81,Milwaukee Bucks,SF,4.04,105.6,3.91,109.5,27.7,0.479,0.12,0.268,31.1,15.4,0.48700000000000004
752,Houston Rockets,NP,2.37,109.0,2.18,111.3,26.5,0.5,0.19,0.239,27.4,13.5,0.503
756,Memphis Grizzlies,SF,2.55,105.1,2.34,107.6,25.2,0.502,0.2,0.218,28.9,14.0,0.493
684,Boston Celtics,SF,7.44,102.3,7.51,110.5,27.8,0.47,-0.07,0.251,27.9,15.6,0.528
268,Phoenix Suns,SF,4.68,106.8,4.84,111.7,28.7,0.493,-0.17,0.23600000000000002,35.2,15.9,0.509
16,Phoenix Suns,CF,0.65,108.0,0.89,108.9,27.2,0.501,-0.24,0.23199999999999998,31.4,17.7,0.514
19,San Diego Clippers,NP,-3.21,112.4,-3.26,109.2,25.5,0.513,0.04,0.244,37.7,18.5,0.498
878,Miami Heat,NP,-2.92,106.7,-2.6,103.9,28.5,0.505,-0.32,0.22699999999999998,23.2,14.8,0.5
193,Washington Bullets,NP,-4.84,108.1,-4.98,103.0,26.5,0.478,0.14,0.203,32.2,16.6,0.47
532,Utah Jazz,FR,2.76,102.8,2.39,105.5,30.9,0.46799999999999997,0.37,0.28300000000000003,32.5,16.8,0.486
96,Dallas Mavericks,CF,3.59,107.7,4.37,112.2,27.0,0.48100000000000004,-0.77,0.275,37.5,15.3,0.485
558,San Antonio Spurs,SF,7.51,94.1,7.22,102.2,27.3,0.433,0.29,0.21899999999999997,29.5,14.7,0.473
958,Cleveland Cavaliers,LF,0.59,111.9,0.94,112.9,30.6,0.54,-0.35,0.214,20.1,13.7,0.547
465,Orlando Magic,FR,0.39,102.1,0.99,103.2,26.0,0.46399999999999997,-0.6,0.215,29.1,15.2,0.474
64,Sacramento Kings,FR,-3.19,109.2,-3.07,106.2,26.6,0.499,-0.12,0.252,32.7,18.7,0.49200000000000005
252,Cleveland Cavaliers,FR,3.64,105.1,4.02,109.4,27.9,0.484,-0.39,0.258,31.8,13.9,0.48700000000000004
507,Chicago Bulls,NP,-5.31,105.6,-5.13,100.2,25.2,0.47,-0.17,0.217,27.7,16.9,0.47100000000000003
211,New York Knicks,SF,3.67,104.2,3.89,108.3,27.3,0.47100000000000003,-0.22,0.21600000000000003,34.6,15.1,0.491
338,Detroit Pistons,FR,5.45,104.4,5.24,110.6,28.2,0.48700000000000004,0.2,0.244,27.5,12.7,0.512
454,Detroit Pistons,NP,-2.08,101.8,-1.7,100.0,27.1,0.466,-0.39,0.23399999999999999,29.3,15.9,0.45299999999999996
239,Orlando Magic,NP,1.35,107.1,1.32,108.5,25.8,0.473,0.03,0.271,31.4,17.4,0.509
18,San Antonio Spurs,NP,-0.5,111.4,-0.27,111.2,27.4,0.508,-0.23,0.255,33.4,17.6,0.511
285,Indiana Pacers,CF,3.35,105.6,3.7,109.6,28.7,0.493,-0.34,0.287,32.8,16.3,0.507
84,Philadelphia 76ers,FR,0.11,108.5,-0.2,108.3,26.6,0.499,0.31,0.29,34.9,18.5,0.49700000000000005
254,Denver Nuggets,SF,1.54,102.3,1.49,103.9,24.8,0.45299999999999996,0.05,0.256,32.2,17.3,0.478
379,Philadelphia 76ers,NP,-1.89,105.4,-2.39,102.8,25.4,0.48100000000000004,0.5,0.271,32.5,16.5,0.462
175,Golden State Warriors,SF,1.72,110.3,1.63,111.9,26.5,0.49700000000000005,0.09,0.294,31.0,16.6,0.504
872,Golden State Warriors,WF,10.01,101.4,10.1,111.6,26.6,0.47,-0.09,0.184,24.1,14.5,0.54
856,Phoenix Suns,NP,3.02,106.7,2.63,109.5,26.2,0.496,0.39,0.222,26.4,15.3,0.519
36,Milwaukee Bucks,SF,6.69,103.6,6.85,110.5,25.7,0.467,-0.16,0.258,35.4,16.9,0.49700000000000005
119,Cleveland Cavaliers,FR,7.95,102.9,7.6,110.6,26.1,0.473,0.35,0.264,31.2,16.1,0.514
803,Atlanta Hawks,FR,-0.08,104.4,0.4,104.8,27.1,0.496,-0.48,0.174,22.2,14.9,0.517
354,San Antonio Spurs,NP,-7.93,112.3,-7.88,103.3,29.9,0.514,-0.05,0.217,32.4,15.2,0.47200000000000003
13,New Jersey Nets,SF,1.27,105.0,1.1,106.1,25.5,0.494,0.17,0.24,34.6,19.6,0.501
223,Charlotte Hornets,SF,-0.02,109.7,-0.24,109.5,25.7,0.48700000000000004,0.22,0.254,31.3,16.2,0.499
881,New Orleans Pelicans,FR,1.13,107.3,0.79,108.2,25.3,0.496,0.34,0.198,27.1,13.3,0.501
245,Seattle SuperSonics,CF,6.66,104.9,7.07,112.3,27.7,0.489,-0.42,0.24100000000000002,35.5,15.5,0.502
435,New York Knicks,CF,1.3,100.9,1.46,102.5,29.5,0.455,-0.16,0.221,24.7,14.6,0.48200000000000004
876,Los Angeles Lakers,NP,-6.17,110.6,-6.84,103.4,27.0,0.518,0.67,0.204,25.4,13.2,0.473
123,Golden State Warriors,SF,-0.59,107.7,-0.3,107.4,26.0,0.479,-0.29,0.239,33.4,18.1,0.48
199,Dallas Mavericks,NP,-7.47,111.1,-7.65,103.0,28.2,0.483,0.18,0.21100000000000002,31.2,14.7,0.45799999999999996
462,Minnesota Timberwolves,FR,1.81,103.7,1.35,105.2,27.4,0.478,0.46,0.19899999999999998,28.6,13.9,0.48200000000000004
919,San Antonio Spurs,SF,10.28,99.0,10.63,110.3,30.3,0.47700000000000004,-0.36,0.19699999999999998,23.0,13.1,0.526
464,New York Knicks,FR,1.98,98.2,2.63,101.2,29.8,0.45299999999999996,-0.65,0.222,24.2,14.5,0.47600000000000003
641,New Orleans/Oklahoma City Hornets,NP,-1.19,106.5,-1.57,104.8,26.4,0.499,0.38,0.215,29.1,14.5,0.479
443,Toronto Raptors,FR,-0.46,104.9,-0.16,104.7,29.3,0.48,-0.3,0.23,30.1,13.9,0.46399999999999997
37,New Jersey Nets,FR,0.64,107.7,0.23,107.9,26.5,0.505,0.41,0.21899999999999997,33.9,16.5,0.493
668,Milwaukee Bucks,NP,-6.92,112.8,-6.89,105.3,25.8,0.524,-0.03,0.215,30.0,14.8,0.48200000000000004
191,Seattle SuperSonics,FR,1.31,108.5,1.23,109.7,26.2,0.503,0.08,0.226,36.3,17.1,0.501
950,Toronto Raptors,SF,3.65,107.8,4.21,112.3,26.1,0.507,-0.56,0.233,25.0,12.7,0.517
537,Cleveland Cavaliers,NP,-3.07,104.2,-2.62,101.4,24.9,0.469,-0.44,0.226,31.1,14.8,0.451
502,Toronto Raptors,FR,-0.71,103.1,-0.44,102.6,29.3,0.47100000000000003,-0.27,0.18899999999999997,31.4,14.3,0.46299999999999997
200,Denver Nuggets,NP,-7.59,108.6,-7.87,100.7,25.7,0.494,0.28,0.207,34.8,17.6,0.451
769,San Antonio Spurs,FR,5.86,105.6,5.71,111.8,28.8,0.491,0.16,0.22899999999999998,24.9,13.4,0.527
14,New York Knicks,SF,3.79,103.1,3.84,107.0,27.2,0.491,-0.05,0.284,33.4,19.4,0.499
74,Denver Nuggets,FR,-1.14,110.2,-0.87,109.3,28.2,0.503,-0.28,0.248,32.2,14.8,0.478
975,Philadelphia 76ers,SF,4.3,105.0,4.5,109.5,25.8,0.49200000000000005,-0.2,0.198,25.3,16.5,0.535
842,Golden State Warriors,FR,5.15,102.6,4.8,107.5,26.3,0.47700000000000004,0.34,0.18600000000000003,25.1,15.2,0.517
303,Boston Celtics,NP,-3.37,109.9,-3.4,106.4,26.3,0.511,0.03,0.235,28.8,15.9,0.494
334,Chicago Bulls,WF,10.7,102.4,10.8,114.4,30.7,0.47100000000000003,-0.11,0.19899999999999998,35.9,13.5,0.511
385,Toronto Raptors,NP,-8.33,111.0,-9.27,101.2,24.8,0.508,0.94,0.217,32.1,16.7,0.462
957,Chicago Bulls,NP,-6.84,110.9,-7.04,103.8,24.4,0.542,0.2,0.16399999999999998,20.6,14.0,0.49700000000000005
512,Golden State Warriors,NP,-0.6,109.5,-1.13,108.3,24.4,0.48200000000000004,0.54,0.267,35.0,15.8,0.47200000000000003
430,Los Angeles Lakers,WF,8.41,98.2,8.55,107.3,29.2,0.44299999999999995,-0.14,0.24100000000000002,30.6,13.9,0.484
230,Houston Rockets,SF,3.57,105.2,4.23,109.6,27.4,0.474,-0.66,0.235,30.0,15.8,0.515
580,New Jersey Nets,FR,-1.82,103.1,-1.5,101.4,27.8,0.479,-0.32,0.242,25.5,14.2,0.46299999999999997
458,Los Angeles Clippers,NP,-2.23,104.5,-2.89,101.3,24.3,0.466,0.66,0.221,28.3,15.8,0.47600000000000003
357,Utah Jazz,LF,7.97,104.0,8.79,113.6,29.6,0.48,-0.82,0.299,29.7,15.4,0.53
461,Milwaukee Bucks,CF,3.14,104.6,3.88,108.8,28.2,0.473,-0.74,0.217,28.1,13.7,0.499
434,New Jersey Nets,NP,-1.18,106.3,-1.04,105.1,27.3,0.491,-0.15,0.233,28.1,13.6,0.46799999999999997
571,Golden State Warriors,NP,-1.74,106.9,-2.16,104.7,26.7,0.491,0.42,0.201,27.8,13.6,0.475
250,Charlotte Hornets,NP,-0.23,108.6,-0.22,108.4,27.6,0.49200000000000005,-0.01,0.23,29.2,15.4,0.5
541,Golden State Warriors,NP,-0.07,103.8,-0.73,103.0,28.1,0.47600000000000003,0.66,0.226,28.4,14.8,0.475
936,Los Angeles Lakers,NP,-6.29,113.0,-6.88,106.0,25.1,0.542,0.58,0.195,25.0,15.2,0.501
365,Dallas Mavericks,NP,-6.33,107.2,-6.11,100.5,26.3,0.488,-0.22,0.19399999999999998,27.6,14.4,0.45799999999999996
387,Vancouver Grizzlies,NP,-7.47,112.0,-7.3,104.1,26.5,0.507,-0.17,0.242,31.5,17.1,0.48200000000000004
235,Milwaukee Bucks,NP,-3.26,110.1,-3.73,106.2,26.9,0.502,0.47,0.223,30.5,16.6,0.495
501,Seattle SuperSonics,FR,3.24,105.6,3.02,108.9,26.9,0.485,0.22,0.18899999999999997,29.4,13.7,0.505
77,Houston Rockets,SF,0.6,105.5,1.0,106.5,26.1,0.47,-0.4,0.24,33.5,16.9,0.483
762,New York Knicks,FR,0.48,110.1,0.78,110.9,25.3,0.511,-0.3,0.24600000000000002,24.2,13.7,0.513
614,Philadelphia 76ers,NP,-2.1,108.1,-1.95,106.0,26.5,0.5,-0.15,0.27,25.6,14.1,0.48700000000000004
824,Orlando Magic,NP,-7.12,109.1,-6.99,101.6,24.6,0.508,-0.14,0.149,25.4,14.5,0.485
141,Boston Celtics,FR,3.23,107.9,3.99,112.0,30.2,0.47700000000000004,-0.76,0.251,31.5,15.3,0.506
